hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class
Kepler-1667,G,5941.54,1.09,1.09,-0.26,[M/H],0.123,4.4,4.7,1.19479,V
Kepler-1438,G,5530,0.96,0.97,0.2,[Fe/H],0.123,4.46,5.37,3.7238,V
Kepler-1016,G,5821,1,0.99,-0.03,[Fe/H],0.124,4.44,3.89,0.65812,V
Kepler-341,F,6012,1.02,1,0.14,[Fe/H],0.127,4.44,3.6,0.66349,V
Kepler-1286,G,5753,0.98,1,0.03,[Fe/H],0.128,4.45,4.17,0.98366,V
Kepler-1675,G,5853.19,1.13,1.06,0.254,[M/H],0.129,4.36,1.9,1.03943,V
KIC 10525077,F,6091,1.01,1.01,-0.04,[Fe/H],0.129,4.42,,0.80974,V
Kepler-1641,F,6152,1.19,1.12,-0.02,[Fe/H],0.131,4.34,3.02,0.57811,V
HD 136925,G,5773.19,1.19,0.88,-0.217,[Fe/H],0.134,4.23,,0.92841,V
Kepler-718,F,6191,1.3,1.18,0.06,[Fe/H],0.134,4.28,2.57,2.08526,IV
Kepler-873,F,6163,1.27,1.18,0.07,[Fe/H],0.134,4.29,2.95,0.31624,V
Kepler-946,G,5665,0.93,0.94,-0.09,[Fe/H],0.134,4.47,4.17,3.7482,IV-V
Kepler-1211,G,5705,0.94,0.96,-0.08,[Fe/H],0.134,4.48,4.17,0.13325,IV-V
Kepler-1406,G,5892,1.12,1.05,0.04,[Fe/H],0.135,4.36,5.01,3.52381,V
Kepler-875,G,5958,1.11,1.06,0.03,[Fe/H],0.135,4.38,3.39,0.91503,V
Kepler-1005,G,5782,1.06,1,0.02,[Fe/H],0.136,4.38,6.17,0.86486,IV-V
Kepler-1187,F,5975,1.09,1.06,-0.01,[Fe/H],0.136,4.39,3.39,4.91133,V
Kepler-387,G,5774,1.05,0.82,-0.4,[M/H],0.137,4.35,1.01,1.49924,V
Kepler-874,F,6020,1.13,1.09,0.03,[Fe/H],0.138,4.37,3.31,1.80017,V
Kepler-1429,G,5902,1.07,1.05,0.04,[Fe/H],0.138,4.4,4.17,1.63772,V
Kepler-1696,G,5712,1.2,1.02,-0.04,[Fe/H],0.139,4.29,,0.83614,V
K2-222,F,6058,1.09,1,-0.21,[Fe/H],0.139,4.37,,1.25,V
Kepler-1102,G,5724,0.94,0.96,-0.08,[Fe/H],0.139,4.48,4.37,0.31768,IV-V
K2-280,G,5742,1.28,1.11,0.3,[Fe/H],0.14,4.26,,0.259,V
Kepler-1401,G,5964,1.1,1.07,0.04,[Fe/H],0.14,4.39,3.55,1.79107,V
Kepler-1686,G,5714.96,1.2,1.02,0.077,[M/H],0.141,4.29,0.4,0.83322,V
Kepler-690,G,5913,1.16,1.11,0.19,[Fe/H],0.141,4.35,3.55,1.33649,V
Kepler-947,G,5508,0.87,0.9,-0.07,[Fe/H],0.142,4.52,4.27,4.45566,V
Kepler-978,G,6002,1.09,1.07,-0.01,[Fe/H],0.143,4.38,3.63,0.09556,V
HATS-50,F,5990,1.12,1.17,,,0.143,4.41,1.2,1.19,V
WASP-35,F,5990,1.08,1.05,-0.15,[Fe/H],0.144,4.4,5,1.17,V
Kepler-385,F,6326,1.13,1.12,0.04,[Fe/H],0.144,4.41,3.31,0.02962,V
Kepler-1639,F,6150,1.18,1.12,-0.03,[Fe/H],0.145,4.34,3.16,2.98927,V
Kepler-488,G,5970,1.09,1.07,0.03,[Fe/H],0.145,4.39,3.47,1.4432,V
Kepler-1479,G,5796,0.98,0.99,-0.02,[Fe/H],0.145,4.45,4.27,8.91234,V
Kepler-1344,F,5981,1.13,1.09,0.06,[Fe/H],0.146,4.37,3.63,1.22394,V
Kepler-382,G,5600,0.94,0.88,0.082,[M/H],0.146,4.4,11.3,0.37659,IV-V
Kepler-765,G,5901,1.06,1.05,0.04,[Fe/H],0.146,4.41,3.72,0.84868,V
Kepler-281,G,5723,0.9,0.95,0.02,[Fe/H],0.146,4.53,0.6,0.42172,V
Kepler-534,G,5884,0.98,1.05,0.01,[Fe/H],0.147,4.48,1.58,1.7083,V
Kepler-146,G,5948,1.21,1.1,-0.026,[M/H],0.148,4.31,2.7,2.0533,V
Kepler-965,G,5886,1.15,1.05,0.03,[Fe/H],0.148,4.33,5.5,1.64351,V
Kepler-1505,G,5686,0.86,0.93,-0.18,[Fe/H],0.149,4.54,1.7,0.69052,V
Kepler-983,G,6052,1.08,1.13,0.12,[Fe/H],0.15,4.42,1.41,0.39852,V
K2-219,G,5753,1.19,1.02,0.13,[Fe/H],0.151,4.23,,0.72546,V
Kepler-323,F,5987,1.18,1.09,-0.215,[M/H],0.151,4.31,3.96,1.16534,V
Kepler-696,G,5903,1.08,1.06,0.07,[Fe/H],0.151,4.39,3.98,1.69443,V
Kepler-1393,G,5697,0.92,0.95,-0.09,[Fe/H],0.151,4.5,3.47,2.00328,IV-V
Kepler-400,G,5886,1.15,1.08,0.084,[M/H],0.152,4.35,3.63,2.38563,V
Kepler-904,F,6160,1.25,1.16,0.05,[Fe/H],0.154,4.31,3.02,0.97869,V
Kepler-1700,F,6031,1.09,1.12,0.16,[Fe/H],0.154,4.41,,1.20694,V
Kepler-1141,G,5791,1.07,1.01,0.04,[Fe/H],0.155,4.38,6.17,1.01527,IV-V
Kepler-162,G,5816,0.96,0.95,0.03,[Fe/H],0.155,4.44,3.02,1.64288,V
Kepler-1574,G,5892,1.08,1.06,0.08,[Fe/H],0.156,4.4,3.8,0.96902,V
Kepler-1098,G,5794,0.99,0.99,-0.02,[Fe/H],0.157,4.45,3.98,0.90721,V
Kepler-528,G,5807,1.06,1.01,0.02,[Fe/H],0.158,4.39,5.5,1.06272,V
Kepler-1106,G,6104,1.17,1.11,0,[Fe/H],0.159,4.35,3.09,0.89491,V
Kepler-633,G,5899,1.15,1.02,-0.05,[Fe/H],0.16,4.32,6.03,3.0417,V
Kepler-1289,G,6080,1.17,1.1,0.02,[Fe/H],0.16,4.35,2.95,1.90469,V
Kepler-757,G,6014,1.13,1.08,0.02,[Fe/H],0.16,4.37,3.31,3.5012,V
KOI-1599,G,5833,0.97,1.02,0.06,[Fe/H],0.162,4.47,4.7,0.00634,V
WASP-55,G,5900,1.09,1.11,-0.2,[Fe/H],0.163,4.3,1.1,1.2,V
Kepler-1535,G,6021,1.11,1.08,0,[Fe/H],0.165,4.38,3.47,0.98758,V
Kepler-715,G,5871,1.04,1.04,0.02,[Fe/H],0.165,4.42,3.98,0.1029,V
Kepler-1149,G,5833,1.01,1.02,0.02,[Fe/H],0.165,4.43,3.98,1.08184,V
Kepler-1063,G,5945,1.14,1.09,0.09,[Fe/H],0.166,4.37,3.39,28.42249,V
Kepler-919,G,6113,1.21,1.15,0.07,[Fe/H],0.167,4.33,3.02,0.88069,V
2MASS J19383260+4603591,A,10868,0.34,0.48,-0.092,[Fe/H],0.168,3.91,,,V
Kepler-830,F,6037,1.11,1.07,-0.02,[Fe/H],0.169,4.38,3.47,0.3999,V
Kepler-1573,G,5808,1,1.01,0.02,[Fe/H],0.169,4.44,4.07,0.97758,V
Kepler-1031,G,6011,1.12,1.09,0.03,[Fe/H],0.17,4.38,3.39,1.06275,V
Kepler-498,G,5744,0.96,0.98,-0.04,[Fe/H],0.172,4.47,3.89,0.46378,V
Kepler-34,G,5913,1.16,1.05,-0.07,[m/H],0.173,4.33,,0.2529,V
Kepler-618,G,5860,1.08,1.05,0.08,[Fe/H],0.173,4.39,4.27,0.68651,V
Kepler-850,G,5932,1.09,1.06,0.03,[Fe/H],0.173,4.39,3.89,1.60453,V
Kepler-926,G,5806,1.01,1.01,0.03,[Fe/H],0.173,4.43,4.37,16.03701,V
Kepler-1691,G,6000,1.13,1.11,0.16,[Fe/H],0.175,4.38,0.61,1.08021,V
Kepler-1094,G,6112,1.21,1.14,0.06,[Fe/H],0.178,4.33,3.09,0.96152,V
EPIC 212424622,G,5782.33,1.22,1.11,,,0.179,4.3,,0.84195,V
Kepler-769,F,6186,1.28,1.19,0.06,[Fe/H],0.179,4.3,2.88,1.36184,V
Kepler-1673,G,6014.95,1.13,1.11,0.228,[M/H],0.179,4.38,0.3,1.07979,V
K2-259,G,6059,1.13,1.14,0.16,[Fe/H],0.179,4.39,,1.00719,V
Kepler-1672,G,6131.95,1.09,1.16,-0.25,[M/H],0.179,4.43,4.19,1.26837,V
Kepler-666,G,5887,1.05,1.03,0.01,[Fe/H],0.182,4.41,3.8,0.72036,V
Kepler-1586,F,6681,1.75,1.45,0.06,[Fe/H],0.183,4.12,1.7,1.35176,V
K2-188,F,5977,1.19,1.06,-0.01,[Fe/H],0.184,4.31,,0.83646,V
CoRoT-4,F,6190,1.17,1.16,0.05,,0.185,4.41,1,1.11,V
Kepler-592,G,5913,1.04,1.04,-0.03,[Fe/H],0.185,4.42,3.89,1.10793,V
Kepler-1199,G,5889,1.17,0.94,-0.27,[Fe/H],0.187,4.27,7.76,0.6607,V
Kepler-1339,G,5586,0.93,0.94,0.01,[Fe/H],0.188,4.47,5.62,0.60124,IV-V
Kepler-6,K,5647,1.39,1.21,0.34,[Fe/H],0.189,4.24,1.3,0.77551,V
Kepler-972,G,6146,1.22,1.15,0.04,[Fe/H],0.191,4.33,2.82,0.08845,V
K2-245,G,5793,1.25,0.83,-0.45,[Fe/H],0.193,4.16,,1.0187,V
Kepler-311,G,5905,1.19,1.08,-0.01,[Fe/H],0.193,4.31,1.95,1.01776,V
Kepler-998,G,6058,1.18,1.12,0.07,[Fe/H],0.193,4.34,3.31,5.80107,V
WASP-32,G,6140,0.95,0.72,-0.13,[Fe/H],0.193,4.4,2.22,1.18,V
Kepler-1571,F,6297,1.39,1.23,0.04,[Fe/H],0.194,4.24,2.34,3.3578,V
K2-205,G,5890,1.08,0.95,-0.26,[Fe/H],0.194,4.25,,0.75459,V
Kepler-1473,G,6046,1.09,1.09,-0.01,[Fe/H],0.194,4.4,2.63,0.88538,V
Kepler-175,G,6064,1.01,1.12,0.1,[Fe/H],0.194,4.47,3.39,1.02936,V
Kepler-392,G,5938,1.13,1.07,-0.436,[M/H],0.195,4.32,2.97,1.0041,V
Kepler-111,G,5952,1.16,1.17,0.28,[M/H],0.195,4.38,2.3,0.88106,IV-V
Kepler-355,F,6184,1.07,0.99,0.14,[Fe/H],0.195,4.44,3.72,0.69388,V
Kepler-1343,G,5759,0.93,0.95,-0.16,[Fe/H],0.195,4.48,3.98,3.86246,IV-V
K2-214,K,5854,1.27,1.05,0.05,[Fe/H],0.196,4.25,,1.08,V
Kepler-680,G,5890,1.11,1.08,0.13,[Fe/H],0.197,4.38,3.72,1.70798,IV-V
Kepler-130,G,5884,1.13,0.96,-0.199,[M/H],0.198,4.3,5.89,0.93792,V
Kepler-1489,K,5655,0.9,0.93,-0.13,[Fe/H],0.198,4.51,4.07,1.97446,V
Kepler-1602,F,6296,1.36,1.22,0.02,[Fe/H],0.201,4.25,2.51,1.21717,V
Kepler-274,G,6023,1.01,1.08,-0.211,[M/H],0.201,4.44,3.63,0.62776,V
Kepler-1501,F,6229,1.3,1.2,0.04,[Fe/H],0.202,4.28,2.75,1.33607,IV
Kepler-402,G,6090,1.26,1.15,-0.08,[M/H],0.203,4.28,1.4,0.75422,V
Kepler-1396,F,6195,1.27,1.18,0.04,[Fe/H],0.204,4.3,2.75,1.17086,V
Kepler-1348,G,5911,1.04,1.04,-0.01,[Fe/H],0.204,4.42,3.72,0.98819,V
Kepler-529,F,6087,1.14,1.07,-0.1,[Fe/H],0.207,4.35,3.98,1.10938,V
Kepler-481,G,5802,1.09,1.01,0.03,[Fe/H],0.207,4.36,6.17,0.40512,V
Kepler-540,G,5946,1.08,1.02,-0.1,[Fe/H],0.207,4.38,4.9,1.06872,IV-V
Kepler-588,G,5835,1,1.01,0,[Fe/H],0.207,4.44,4.07,1.5786,V
Kepler-864,G,5754,1,1,0.04,[Fe/H],0.208,4.44,4.68,0.82595,V
Kepler-1035,G,5763,0.97,0.98,-0.03,[Fe/H],0.209,4.45,4.47,0.69205,V
Kepler-684,G,5493,0.86,0.89,-0.11,[Fe/H],0.209,4.53,4.37,6.18467,V
Kepler-362,G,5788,0.72,1.02,0.14,[Fe/H],0.209,4.64,4.27,11.56076,V
Kepler-132,F,6003,1.18,0.98,-0.216,[M/H],0.211,4.31,4.37,1.0301,V
Kepler-1212,G,6051,1.15,1.1,0.03,[Fe/H],0.211,4.36,3.24,1.15071,V
Kepler-84,F,6039,1.43,1,-0.07,[Fe/H],0.212,4.13,3.98,0.08514,V
HATS-54,G,5702,1.32,1.1,0.396,[Fe/H],0.212,4.24,6.6,0.678,V
Kepler-373,G,5787,0.84,0.93,0.07,[M/H],0.212,4.56,0.5,2.23423,V
KOI-1783,G,5922,1.14,1.08,0.11,[Fe/H],0.213,4.3,0.2,0.87299,V
Kepler-219,G,5786,1.49,1.17,0.361,[M/H],0.214,4.16,4,1.06034,V
Kepler-1457,G,5866,1.01,1.01,-0.05,[Fe/H],0.215,4.43,3.72,0.85946,V
Kepler-863,G,5678,0.95,0.96,-0.03,[Fe/H],0.215,4.46,3.8,0.99953,V
Kepler-343,G,5807,1.43,1.08,0.145,[M/H],0.216,4.18,2.9,0.29453,V
Kepler-512,G,5997,1.3,1.17,0.22,[Fe/H],0.216,4.28,3.72,1.54311,IV
Kepler-501,G,5904,1.04,1.03,-0.03,[Fe/H],0.216,4.42,3.31,2.31253,V
HAT-P-53,G,5956,1.21,1.09,0,[Fe/H],0.217,4.31,4.67,0.87,V
Kepler-377,G,5949,1.22,1.07,0.01,[Fe/H],0.218,4.3,0.3,2.28333,V
K2-63,F,6771,1.63,1.4,,,0.219,4.15,,0.71318,V
Kepler-1271,G,6143,1.23,1.13,-0.01,[Fe/H],0.219,4.31,3.63,0.97998,V
Kepler-115,G,5979,1.21,1.07,-0.05,[M/H],0.22,4.31,5.5,0.99436,V
Kepler-1276,F,6188,1.21,1.14,-0.02,[Fe/H],0.22,4.33,3.09,1.30364,V
Kepler-1233,F,6198,1.25,1.16,0.02,[Fe/H],0.221,4.3,2.88,1.32431,V
Kepler-798,F,6224,1.29,1.19,0.03,[Fe/H],0.222,4.29,2.82,0.70442,V
Kepler-197,F,6004,1.12,0.86,-0.441,[M/H],0.222,4.3,5.37,0.9219,V
Kepler-1547,G,6078,1.18,1.12,0.04,[Fe/H],0.222,4.34,3.39,0.71633,V
Kepler-1240,G,5682,0.96,0.98,0.04,[Fe/H],0.223,4.47,4.07,3.35225,V
Kepler-1056,G,6127,1.2,1.12,0.02,[Fe/H],0.227,4.33,2.95,0.94603,V
Kepler-728,G,5660,0.93,0.95,-0.03,[Fe/H],0.227,4.49,4.07,1.31116,IV-V
Kepler-807,F,5965,1.06,1.04,-0.04,[Fe/H],0.228,4.41,3.72,3.54676,V
Kepler-1328,G,5780,0.99,1,0,[Fe/H],0.228,4.44,4.57,0.88677,V
HATS-55,G,6214,1.13,1.2,0.108,[Fe/H],0.229,4.41,0.4,1.179,V
Kepler-700,G,5692,0.96,0.98,0.04,[Fe/H],0.23,4.47,4.37,0.37264,V
Kepler-68,G,5875.23,1.26,1.06,0.126,[M/H],0.231,4.26,6.31,0.75112,V
K2-217,G,5967,1.33,1.1,0.04,[Fe/H],0.232,4.17,,0.77473,V
Kepler-827,G,5602,0.91,0.93,-0.06,[Fe/H],0.232,4.5,4.37,3.32701,IV-V
Kepler-509,G,6060,1.2,1.1,0.01,[Fe/H],0.233,4.32,4.27,0.84757,V
Kepler-966,G,5840,1.02,1.02,0.04,[Fe/H],0.233,4.43,4.07,0.65013,V
Kepler-1147,G,5941,1.14,1.09,0.11,[Fe/H],0.235,4.36,3.8,0.68449,V
Kepler-730,G,5620,1.41,1.05,0.21,[Fe/H],0.236,4.16,9.5,0.529,V
Kepler-1636,G,5797,1.02,1.01,0.03,[Fe/H],0.237,4.43,3.98,0.6854,V
K2-232,F,6154,1.16,1.19,0.1,[Fe/H],0.238,4.38,1.43,0.782,IV
Kepler-177,G,5732,1.32,0.92,-0.11,[Fe/H],0.24,4.1,1.8,0.7906,V
Kepler-422,G,5972,1.24,1.15,0.23,[Fe/H],0.24,4.31,3.4,0.86,IV
Kepler-234,F,6224,1.11,1.11,0.09,[Fe/H],0.24,4.42,3.47,0.91618,V
OGLE-TR-182,G,5924,1.14,1.14,0.37,,0.241,4.14,4.3,0.46,V
Kepler-803,G,5919,1.12,1.05,0.02,[Fe/H],0.241,4.36,4.9,1.8368,V
Kepler-1599,G,5767,0.99,0.99,0.02,[Fe/H],0.241,4.45,4.27,0.78973,V
Kepler-996,G,6014,1.14,1.09,0.03,[Fe/H],0.242,4.36,3.63,3.67551,V
Kepler-1431,G,5806,1.03,1.03,0.07,[Fe/H],0.243,4.42,4.27,0.71412,V
Kepler-1551,G,6136,1.22,1.14,0.01,[Fe/H],0.244,4.32,2.88,1.10553,V
Kepler-371,G,5666,0.99,0.93,-0.197,[M/H],0.244,4.39,0.3,2.92338,V
Kepler-914,G,5877,1.15,1.1,0.22,[Fe/H],0.245,4.36,3.98,4.10271,V
Pr0201,G,6174,1.15,1.24,0.19,[Fe/H],0.245,4.41,,1.03503,V
WASP-81,G,5870,1.28,1.08,-0.36,[Fe/H],0.246,4.26,,0.723,V
Kepler-461,G,5634,0.91,0.98,0.04,[Fe/H],0.246,4.51,2.51,0.67249,IV-V
K2-213,G,5794,1.2,1.07,0.25,[Fe/H],0.247,4.25,,0.64207,V
Kepler-1433,G,6097,1.19,1.14,0.07,[Fe/H],0.247,4.34,3.02,1.65579,V
Kepler-1338,G,5909,1.05,1.04,0,[Fe/H],0.247,4.41,3.8,1.79611,V
Kepler-1493,G,5863,1.29,1.06,0.06,[Fe/H],0.249,4.24,6.46,1.35936,V
Kepler-140,G,6077,1.29,1.15,-0.039,[M/H],0.251,4.27,0.88,0.93176,V
Kepler-1584,G,6069,1.13,1.1,0,[Fe/H],0.252,4.37,3.31,1.9881,IV
Kepler-497,G,5834,1.11,1.09,0.24,[Fe/H],0.252,4.39,3.55,1.43576,V
K2-204,G,5755,1.18,1.01,0.07,[Fe/H],0.253,4.23,,0.70142,V
Kepler-1084,G,6113,1.28,1.12,-0.02,[Fe/H],0.253,4.27,4.07,0.55994,V
Kepler-1316,G,5884,1.12,1.04,0.03,[Fe/H],0.253,4.36,5.13,0.25291,V
Kepler-1475,G,6214,1.28,1.18,0.03,[Fe/H],0.254,4.29,2.82,0.8825,V
Kepler-606,F,6161,1.22,1.13,0.01,[Fe/H],0.254,4.32,2.88,1.56577,V
Kepler-1183,G,5765,0.99,1,0.04,[Fe/H],0.255,4.45,4.27,1.04093,V
Kepler-1182,G,5924,1.05,1.04,0.01,[Fe/H],0.256,4.41,3.39,2.73705,V
Kepler-1568,G,5956,1.19,1.09,0.09,[Fe/H],0.258,4.32,4.57,0.54814,V
Kepler-336,G,5867,1.3,1.09,0.337,[M/H],0.26,4.26,4.9,0.67596,V
Kepler-729,G,5633,0.91,0.94,-0.05,[Fe/H],0.261,4.5,4.27,0.8273,IV-V
Kepler-1169,G,6191,1.23,1.24,0.26,[Fe/H],0.262,4.35,1.38,0.75322,V
Kepler-980,G,5935,1.06,1.05,0.01,[Fe/H],0.262,4.41,3.55,1.82309,V
Kepler-1079,G,5758,1.36,1.08,0.21,[Fe/H],0.263,4.21,6.61,0.8915,V
Kepler-1352,F,6118,1.16,1.11,0,[Fe/H],0.263,4.35,3.16,0.71771,V
Kepler-908,G,5973,1.12,1.11,0.15,[Fe/H],0.264,4.38,3.02,0.32197,IV
Kepler-555,G,5894,1.04,1.03,0,[Fe/H],0.264,4.42,3.89,1.04054,V
Kepler-1677,G,6013.72,1.25,1.11,0.108,[M/H],0.265,4.29,0.3,0.80203,V
KOI-7892,F,6474,1.26,1.04,-0.16,[Fe/H],0.265,4.31,,0.31886,V
Kepler-710,G,5611,0.91,0.94,-0.04,[Fe/H],0.265,4.5,4.17,4.18264,IV-V
OGLE-TR-211,F,6325,1.64,1.33,0.11,,0.267,4.17,2.6,0.486,V
Kepler-1666,F,6293,1.15,1.23,-0.2,[Fe/H],0.268,4.41,0.41,1.1526,V
KOI-351,G,6080,1.2,1.2,-0.12,[M/H],0.269,4.4,0.53,1.06266,V
Kepler-122,F,6050,1.22,1.08,-0.06,[Fe/H],0.27,4.3,3.89,0.91393,V
Kepler-494,G,6007,1.26,1.1,0.02,[Fe/H],0.271,4.28,4.79,0.49096,V
Kepler-1407,G,6010,1.15,1.1,0.05,[Fe/H],0.271,4.36,3.24,0.32782,V
Kepler-546,G,5967,1.15,1.11,0.14,[Fe/H],0.271,4.36,3.31,1.70234,V
Kepler-1424,G,5838,1.07,1.02,0.01,[Fe/H],0.271,4.39,5.25,1.18792,V
K2-258,F,6351,1.31,1.21,0.01,[Fe/H],0.272,4.29,,0.566,V
Kepler-909,F,6154,1.23,1.17,0.08,[Fe/H],0.273,4.33,2.88,0.78101,V
Kepler-792,G,5971,1.12,1.09,0.08,[Fe/H],0.274,4.38,3.39,1.52852,IV
Kepler-374,F,5977,0.91,1.04,0.111,[M/H],0.274,4.48,1.5,0.7822,IV-V
Kepler-1500,G,5845,1,1,-0.05,[Fe/H],0.275,4.44,4.07,0.05326,V
WASP-127,G,5620,1.33,0.95,-0.193,[M/H],0.276,4.18,11.41,0.565,V
Kepler-110,G,5960,1.15,1.07,-0.15,[M/H],0.276,4.33,4.47,0.79317,V
Kepler-1248,G,6149,1.21,1.21,0.24,[Fe/H],0.276,4.36,1.51,0.90781,V
Kepler-1395,G,6138,1.23,1.17,0.12,[Fe/H],0.277,4.33,2.88,0.82958,V
Kepler-380,F,6045,1.22,1.08,-0.06,[Fe/H],0.278,4.29,4.43,1.25891,V
Kepler-657,G,5808,1.01,1.01,0.03,[Fe/H],0.279,4.44,4.17,0.59382,V
Kepler-379,F,6054,1.31,1.15,0.06,[Fe/H],0.28,4.27,3.47,0.78873,V
Kepler-1485,G,6087,1.12,1.11,0.02,[Fe/H],0.28,4.39,2.51,0.73854,V
Kepler-95,G,5699,1.41,1.08,0.3,[Fe/H],0.281,4.17,5.63,0.54,V
Kepler-937,F,6095,1.22,1.15,0.08,[Fe/H],0.281,4.32,3.24,0.65357,V
Kepler-144,F,6075,1.24,1.15,-0.185,[M/H],0.282,4.29,0.94,0.78667,IV
Kepler-1003,F,6109,1.17,1.11,0.01,[Fe/H],0.282,4.35,3.16,2.86343,V
Kepler-1185,G,5622,0.87,0.96,-0.04,[Fe/H],0.282,4.54,1.55,0.6226,V
K2-308,F,6100,1.24,1.09,-0.1,[Fe/H],0.283,3.94,,,V
Kepler-408,F,6104,1.23,1.08,-0.2,[Fe/H],0.283,4.29,6.68,0.82,V
Kepler-650,G,5849,1.35,1.08,0.13,[Fe/H],0.284,4.21,6.46,0.55261,V
Kepler-1416,G,6019,1.15,1.09,0.03,[Fe/H],0.284,4.35,2.95,0.4439,V
HD 213472,G,5729.54,1.43,1.05,0.125,[Fe/H],0.285,4.14,,0.55566,V
Kepler-1070,F,6261,1.32,1.21,0.03,[Fe/H],0.285,4.27,2.75,1.52693,V
Kepler-1025,G,6089,1.13,1.09,-0.03,[Fe/H],0.287,4.37,3.31,0.90433,IV
WASP-26,F,6034,1.22,0.86,0.16,[Fe/H],0.287,4.44,6,0.66,V
Kepler-506,F,6236,1.19,1.19,0.09,[Fe/H],0.288,4.36,1.74,0.87238,V
Kepler-897,G,5839,1.04,1.03,0.04,[Fe/H],0.288,4.41,4.37,0.77522,V
Kepler-508,G,6025,1.25,1.16,0.18,[Fe/H],0.289,4.3,3.55,0.9526,V
Kepler-624,F,6117,1.18,1.1,-0.06,[Fe/H],0.291,4.33,3.72,1.45262,V
Kepler-1620,F,6157,1.23,1.15,0.03,[Fe/H],0.293,4.31,3.02,4.11039,V
Kepler-1224,F,6155,1.22,1.18,0.14,[Fe/H],0.293,4.34,2.34,1.00393,V
Kepler-143,G,5848,1.36,1.06,-0.073,[M/H],0.294,4.2,5.62,89.87267,V
Kepler-1323,F,6169,1.4,1.18,0.02,[Fe/H],0.295,4.21,3.55,0.75775,V
Kepler-449,G,5649.18,1.47,1.02,-0.165,[M/H],0.296,4.09,9.77,0.3897,V
Kepler-883,F,6116,1.09,1.06,-0.13,[Fe/H],0.296,4.4,3.02,0.74944,V
Kepler-1159,G,6217,1.28,1.19,0.04,[Fe/H],0.298,4.3,2.75,4.66661,V
HATS-60,G,5688,1.46,1.1,0.335,[Fe/H],0.3,4.15,7.55,0.496,V
KOI-3503,F,6001,1.25,0.86,-0.543,[M/H],0.3,4.55,,0.94594,V
Kepler-31,G,6340,1.22,1.21,-0.076,[Fe/H],0.301,4.7,0.28,1.40526,V
Kepler-1288,F,6132,1.29,1.2,0.14,[Fe/H],0.302,4.29,2.88,0.35577,V
Kepler-1354,F,6168,1.24,1.16,0.03,[Fe/H],0.302,4.31,2.95,0.22525,IV
Kepler-630,G,5829,1.04,1.02,0.03,[Fe/H],0.302,4.42,4.47,0.41011,V
Kepler-1297,G,5818,0.99,0.99,-0.04,[Fe/H],0.302,4.45,4.17,0.54585,V
Kepler-1531,F,6260,1.27,1.16,-0.03,[Fe/H],0.304,4.29,2.82,0.92465,V
Kepler-1496,F,6182,1.27,1.18,0.05,[Fe/H],0.304,4.29,2.95,1.22806,V
Kepler-1478,G,5904,1.06,1.04,0.03,[Fe/H],0.304,4.41,3.98,0.73262,V
Kepler-612,G,5693,0.96,0.98,0.04,[Fe/H],0.305,4.46,4.47,2.08266,V
Kepler-1255,G,6018,1.12,1.08,0.02,[Fe/H],0.307,4.37,3.55,0.53968,IV
Kepler-208,F,6092,1.31,1.16,-0.042,[M/H],0.309,4.26,4.37,1.00597,V
Kepler-871,G,5993,1.14,1.11,0.09,[Fe/H],0.309,4.37,3.47,0.43784,IV
HATS-51,G,5758,1.44,1.19,,,0.31,4.2,4.74,0.56,V
HATS-9,G,5599,1.56,1.1,0.38,[Fe/H],0.312,4.1,10.8,0.451,V
Kepler-313,G,5727,1.54,1.08,0.16,[Fe/H],0.312,4.13,6.61,0.53698,V
Kepler-430,G,5884,1.49,1.17,0.2,[Fe/H],0.312,4.15,2.84,15.72666,IV-V
Kepler-270,F,6067,1.46,1.17,0.07,[Fe/H],0.312,4.2,2.73,0.71457,V
Kepler-1398,F,6126,1.18,1.13,0.01,[Fe/H],0.312,4.34,3.09,0.6169,V
Kepler-1486,G,5965,1.12,1.08,0.06,[Fe/H],0.312,4.38,3.55,0.66846,IV
Kepler-596,F,6267,1.32,1.21,0.03,[Fe/H],0.314,4.27,2.69,2.80258,V
Kepler-924,F,6167,1.23,1.14,0.01,[Fe/H],0.314,4.32,3.09,0.92023,V
Kepler-1082,G,5923,1.14,1.03,-0.06,[Fe/H],0.314,4.33,5.75,0.56168,V
Kepler-1275,F,6296,1.36,1.23,0.04,[Fe/H],0.315,4.26,2.51,3.17374,V
Kepler-1437,G,5557,0.9,0.93,-0.02,[Fe/H],0.316,4.51,4.57,0.44297,V
TCP J05074264+2447555,F,5805,1.42,0.25,,,0.317,4.15,,0.50685,V
Kepler-268,F,6081,1.27,1.13,0.001,[M/H],0.318,4.29,1.71,2.27934,V
Kepler-762,G,5944,1.08,1.06,0.02,[Fe/H],0.318,4.4,3.8,0.77867,V
Kepler-1588,G,5817,0.99,0.96,-0.14,[Fe/H],0.32,4.43,5.5,1.26826,V
Kepler-372,F,6509,1.14,1.15,0.16,[Fe/H],0.321,4.41,3.09,0.61022,V
Kepler-467,G,5809,1.37,1.05,0.06,[Fe/H],0.323,4.18,8.13,0.44616,V
Kepler-527,G,6388,1.45,1.28,0.03,[Fe/H],0.323,4.22,2.4,0.49084,V
Kepler-811,G,5747,1.24,1.01,0.05,[Fe/H],0.323,4.25,7.94,0.62326,IV
