hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_bmag,sy_vmag,sy_gaiamag,lum_class
Kepler-1586,F,6681,1.75,1.45,0.06,0.183,4.12,1.7,1.35176,13.967,13.278,13.0556,V
K2-188,G,5977,1.19,1.06,-0.01,0.184,4.31,,0.83646,13.219,12.657,12.4903,IV
Kepler-592,G,5913,1.04,1.04,-0.03,0.185,4.42,3.89,1.10793,15.467,14.846,14.6275,V
CoRoT-4,F,6190,1.17,1.16,0.05,0.185,4.41,1,1.11,14.272,13.652,13.5613,V
Kepler-1199,G,5889,1.17,0.94,-0.27,0.187,4.27,7.76,0.6607,14.018,13.173,13.0302,V
Kepler-1339,G,5586,0.93,0.94,0.01,0.188,4.47,5.62,0.60124,12.939,12.344,12.1235,V
Kepler-6,G,5647,1.39,1.21,0.34,0.189,4.24,1.3,0.77551,14.051,13.286,13.1714,V
Kepler-972,F,6146,1.22,1.15,0.04,0.191,4.33,2.82,0.08845,15.784,15.084,14.8925,V
K2-245,G,5793,1.25,0.83,-0.45,0.193,4.16,,1.0187,12.747,12.755,12.5639,V
Kepler-311,G,5905,1.19,1.08,-0.01,0.193,4.31,1.95,1.01776,14.924,13.902,13.7537,IV
Kepler-998,F,6058,1.18,1.12,0.07,0.193,4.34,3.31,5.80107,15.304,14.463,14.3408,V
WASP-32,F,6140,0.95,0.72,-0.13,0.193,4.4,2.22,1.18,12.058,11.257,11.409,V
K2-205,G,5890,1.08,0.95,-0.26,0.194,4.25,,0.75459,12.99,12.45,12.2509,V
Kepler-1473,F,6046,1.09,1.09,-0.01,0.194,4.4,2.63,0.88538,15.129,13.486,13.3679,V
Kepler-175,F,6064,1.01,1.12,0.1,0.194,4.47,3.39,1.02936,15.437,15.225,14.9115,V
Kepler-1571,F,6297,1.39,1.23,0.04,0.194,4.24,2.34,3.3578,14.895,13.975,13.77,V
Kepler-1343,G,5759,0.93,0.95,-0.16,0.195,4.48,3.98,3.86246,16.015,15.617,15.5297,V
Kepler-392,G,5938,1.13,1.07,-0.436,0.195,4.32,2.97,1.0041,14.112,13.528,13.4218,V
Kepler-111,G,5952,1.16,1.17,0.28,0.195,4.38,2.3,0.88106,14.341,13.543,13.4192,V
Kepler-355,F,6184,1.07,0.99,0.14,0.195,4.44,3.72,0.69388,15.704,15.242,15.0663,V
K2-214,G,5854,1.27,1.05,0.05,0.196,4.25,,1.08,12.146,11.806,11.599,V
Kepler-680,G,5890,1.11,1.08,0.13,0.197,4.38,3.72,1.70798,16.715,15.321,15.2152,V
Kepler-1489,G,5655,0.9,0.93,-0.13,0.198,4.51,4.07,1.97446,15.77,14.983,14.8084,V
Kepler-130,G,5884,1.13,0.96,-0.199,0.198,4.3,5.89,0.93792,12.16,11.572,11.8253,V
Kepler-274,G,6023,1.01,1.08,-0.211,0.201,4.44,3.63,0.62776,15.558,15.238,15.0319,V
Kepler-1602,F,6296,1.36,1.22,0.02,0.201,4.25,2.51,1.21717,13.956,13.362,13.3012,V
Kepler-1501,F,6229,1.3,1.2,0.04,0.202,4.28,2.75,1.33607,14.14,13.683,13.6458,V
Kepler-402,F,6090,1.26,1.15,-0.08,0.203,4.28,1.4,0.75422,13.884,13.27,13.1917,V
Kepler-1348,G,5911,1.04,1.04,-0.01,0.204,4.42,3.72,0.98819,15.323,14.871,14.6789,V
Kepler-1396,F,6195,1.27,1.18,0.04,0.204,4.3,2.75,1.17086,15.463,14.691,14.5271,IV
Kepler-481,G,5802,1.09,1.01,0.03,0.207,4.36,6.17,0.40512,14.662,14.054,13.8151,V
Kepler-588,G,5835,1,1.01,0,0.207,4.44,4.07,1.5786,15.461,14.8,14.6813,V
Kepler-540,G,5946,1.08,1.02,-0.1,0.207,4.38,4.9,1.06872,13.097,12.293,12.1868,V
Kepler-529,F,6087,1.14,1.07,-0.1,0.207,4.35,3.98,1.10938,14.075,13.779,13.7399,V
Kepler-864,G,5754,1,1,0.04,0.208,4.44,4.68,0.82595,16.337,15.898,15.7816,V
Kepler-684,G,5493,0.86,0.89,-0.11,0.209,4.53,4.37,6.18467,16.652,15.695,15.5793,V
Kepler-1035,G,5763,0.97,0.98,-0.03,0.209,4.45,4.47,0.69205,13.703,13.097,13.0054,V
Kepler-362,G,5788,0.72,1.02,0.14,0.209,4.64,4.27,11.56076,15.228,14.608,14.4863,V
Kepler-132,G,6003,1.18,0.98,-0.216,0.211,4.31,4.37,1.0301,12.487,11.922,,V
Kepler-1212,G,6051,1.15,1.1,0.03,0.211,4.36,3.24,1.15071,15.8,15.133,15.0235,V
HATS-54,G,5702,1.32,1.1,0.396,0.212,4.24,6.6,0.678,14.729,13.937,13.7762,V
Kepler-373,G,5787,0.84,0.93,0.07,0.212,4.56,0.5,2.23423,15.064,14.596,14.4856,V
Kepler-84,G,6039,1.43,1,-0.07,0.212,4.13,3.98,0.08514,16.08,14.92,14.7902,V
KOI-1783,G,5922,1.14,1.08,0.11,0.213,4.3,0.2,0.87299,14.686,13.978,13.9061,V
Kepler-219,G,5786,1.49,1.17,0.361,0.214,4.16,4,1.06034,14.594,13.823,13.7179,V
Kepler-863,G,5678,0.95,0.96,-0.03,0.215,4.46,3.8,0.99953,16.308,15.567,15.4464,V
Kepler-1457,F,5866,1.01,1.01,-0.05,0.215,4.43,3.72,0.85946,14.886,14.066,14.0283,V
Kepler-343,G,5807,1.43,1.08,0.145,0.216,4.18,2.9,0.29453,14.816,14.063,14.1102,V
Kepler-501,G,5904,1.04,1.03,-0.03,0.216,4.42,3.31,2.31253,15.287,14.886,14.7303,V
Kepler-512,G,5997,1.3,1.17,0.22,0.216,4.28,3.72,1.54311,13.384,12.728,12.6135,V
HAT-P-53,G,5956,1.21,1.09,0,0.217,4.31,4.67,0.87,14.478,13.78,13.5142,V
Kepler-377,G,5949,1.22,1.07,0.01,0.218,4.3,0.3,2.28333,14.56,14.081,13.8315,V
Kepler-1271,G,6143,1.23,1.13,-0.01,0.219,4.31,3.63,0.97998,15.022,14.075,13.8677,IV
K2-63,F,6771,1.63,1.4,,0.219,4.15,,0.71318,13.501,12.98,12.7269,V
Kepler-115,G,5979,1.21,1.07,-0.05,0.22,4.31,5.5,0.99436,14.319,13.545,13.3925,V
Kepler-1276,F,6188,1.21,1.14,-0.02,0.22,4.33,3.09,1.30364,13.644,12.992,12.8485,V
Kepler-1233,F,6198,1.25,1.16,0.02,0.221,4.3,2.88,1.32431,14.164,14.82,14.6594,IV
Kepler-197,G,6004,1.12,0.86,-0.441,0.222,4.3,5.37,0.9219,12.424,11.775,11.78,V
Kepler-1547,G,6078,1.18,1.12,0.04,0.222,4.34,3.39,0.71633,14.058,13.464,13.4085,V
Kepler-798,F,6224,1.29,1.19,0.03,0.222,4.29,2.82,0.70442,15.011,14.221,14.1648,V
Kepler-1240,G,5682,0.96,0.98,0.04,0.223,4.47,4.07,3.35225,14.916,14.092,13.9609,V
Kepler-728,G,5660,0.93,0.95,-0.03,0.227,4.49,4.07,1.31116,16.272,15.585,15.5249,V
Kepler-1056,G,6127,1.2,1.12,0.02,0.227,4.33,2.95,0.94603,15.426,14.772,14.5601,V
Kepler-1328,G,5780,0.99,1,0,0.228,4.44,4.57,0.88677,14.787,13.969,13.8033,V
Kepler-807,F,5965,1.06,1.04,-0.04,0.228,4.41,3.72,3.54676,15.89,15.194,15.0693,V
HATS-55,F,6214,1.13,1.2,0.108,0.229,4.41,0.4,1.179,14.111,13.525,13.3498,V
Kepler-700,G,5692,0.96,0.98,0.04,0.23,4.47,4.37,0.37264,16.1,15.202,15.1916,V
Kepler-68,G,5875.23,1.26,1.06,0.126,0.231,4.26,6.31,0.75112,10.728,10.077,9.93355,V
Kepler-827,G,5602,0.91,0.93,-0.06,0.232,4.5,4.37,3.32701,16.218,15.865,15.8616,V
K2-217,F,5967,1.33,1.1,0.04,0.232,4.17,,0.77473,12.813,12.264,12.0279,V
Kepler-966,G,5840,1.02,1.02,0.04,0.233,4.43,4.07,0.65013,15.347,14.731,14.4435,V
Kepler-509,G,6060,1.2,1.1,0.01,0.233,4.32,4.27,0.84757,12.606,11.848,11.7836,V
Kepler-1147,G,5941,1.14,1.09,0.11,0.235,4.36,3.8,0.68449,16.354,15.613,15.3564,V
Kepler-730,G,5620,1.41,1.05,0.21,0.236,4.16,9.5,0.529,16.639,15.782,15.6113,V
Kepler-1636,G,5797,1.02,1.01,0.03,0.237,4.43,3.98,0.6854,16.87,15.807,15.7916,V
K2-232,F,6154,1.16,1.19,0.1,0.238,4.38,1.43,0.782,10.521,9.822,9.72626,V
Kepler-177,G,5732,1.32,0.92,-0.11,0.24,4.1,1.8,0.7906,15.885,15.171,14.9414,V
Kepler-422,F,5972,1.24,1.15,0.23,0.24,4.31,3.4,0.86,14.643,13.524,13.4233,IV
Kepler-234,F,6224,1.11,1.11,0.09,0.24,4.42,3.47,0.91618,15.914,15.747,15.5014,V
Kepler-1599,G,5767,0.99,0.99,0.02,0.241,4.45,4.27,0.78973,15.862,14.97,14.9023,V
Kepler-803,G,5919,1.12,1.05,0.02,0.241,4.36,4.9,1.8368,14.632,13.856,13.63,V
OGLE-TR-182,G,5924,1.14,1.14,0.37,0.241,4.14,4.3,0.46,,16.9195,16.6783,V
Kepler-996,G,6014,1.14,1.09,0.03,0.242,4.36,3.63,3.67551,15.553,14.717,14.6387,V
Kepler-1431,G,5806,1.03,1.03,0.07,0.243,4.42,4.27,0.71412,16.141,15.4,15.2711,V
Kepler-371,G,5666,0.99,0.93,-0.197,0.244,4.39,0.3,2.92338,14.092,13.997,13.7984,V
Kepler-1551,G,6136,1.22,1.14,0.01,0.244,4.32,2.88,1.10553,15.541,15.371,15.0975,V
Kepler-914,G,5877,1.15,1.1,0.22,0.245,4.36,3.98,4.10271,14.567,13.667,13.5481,V
Pr0201,G,6174,1.15,1.24,0.19,0.245,4.41,,1.03503,11.11,10.445,10.3508,V
Kepler-461,G,5634,0.91,0.98,0.04,0.246,4.51,2.51,0.67249,14.249,13.457,13.3335,V
WASP-81,G,5870,1.28,1.08,-0.36,0.246,4.26,,0.723,13.137,12.469,12.3326,V
K2-213,G,5794,1.2,1.07,0.25,0.247,4.25,,0.64207,12.719,11.803,12.0409,V
Kepler-1338,G,5909,1.05,1.04,0,0.247,4.41,3.8,1.79611,14.452,13.699,13.5742,V
Kepler-1433,G,6097,1.19,1.14,0.07,0.247,4.34,3.02,1.65579,16.161,15.051,,IV
Kepler-1493,G,5863,1.29,1.06,0.06,0.249,4.24,6.46,1.35936,,13.7192,13.5532,V
Kepler-140,G,6077,1.29,1.15,-0.039,0.251,4.27,0.88,0.93176,13.558,13.018,12.9412,V
Kepler-497,G,5834,1.11,1.09,0.24,0.252,4.39,3.55,1.43576,15.112,14.95,15.0987,V
Kepler-1584,G,6069,1.13,1.1,0,0.252,4.37,3.31,1.9881,15.509,15.105,14.8844,V
K2-204,G,5755,1.18,1.01,0.07,0.253,4.23,,0.70142,13.643,12.985,12.8893,V
Kepler-1316,G,5884,1.12,1.04,0.03,0.253,4.36,5.13,0.25291,14.965,14.119,13.9509,V
Kepler-1084,G,6113,1.28,1.12,-0.02,0.253,4.27,4.07,0.55994,13.119,12.015,12.1577,V
Kepler-606,G,6161,1.22,1.13,0.01,0.254,4.32,2.88,1.56577,15.597,14.895,14.6644,V
Kepler-1475,G,6214,1.28,1.18,0.03,0.254,4.29,2.82,0.8825,16.145,15.36,15.2775,V
Kepler-1183,G,5765,0.99,1,0.04,0.255,4.45,4.27,1.04093,16.615,15.968,15.8301,V
Kepler-1182,G,5924,1.05,1.04,0.01,0.256,4.41,3.39,2.73705,16.212,15.742,15.3453,V
Kepler-1568,G,5956,1.19,1.09,0.09,0.258,4.32,4.57,0.54814,14.838,14.138,13.9451,IV
Kepler-336,F,5867,1.3,1.09,0.337,0.26,4.26,4.9,0.67596,14.355,13.677,13.5839,V
Kepler-729,G,5633,0.91,0.94,-0.05,0.261,4.5,4.27,0.8273,16.138,15.567,15.5472,V
Kepler-980,G,5935,1.06,1.05,0.01,0.262,4.41,3.55,1.82309,14.939,14.221,14.1122,V
Kepler-1169,G,6191,1.23,1.24,0.26,0.262,4.35,1.38,0.75322,13.484,12.707,12.6852,V
Kepler-1079,G,5758,1.36,1.08,0.21,0.263,4.21,6.61,0.8915,13.7,12.78,,V
Kepler-1352,F,6118,1.16,1.11,0,0.263,4.35,3.16,0.71771,14.072,13.338,13.2495,V
Kepler-555,G,5894,1.04,1.03,0,0.264,4.42,3.89,1.04054,15.229,14.448,14.161,V
Kepler-908,F,5973,1.12,1.11,0.15,0.264,4.38,3.02,0.32197,12.041,11.607,11.465,V
Kepler-710,G,5611,0.91,0.94,-0.04,0.265,4.5,4.17,4.18264,15.712,15.071,15.0109,V
Kepler-1677,G,6013.72,1.25,1.11,0.108,0.265,4.29,0.3,0.80203,14.355,13.806,13.644,V
KOI-7892,F,6474,1.26,1.04,-0.16,0.265,4.31,,0.31886,15.061,14.411,14.2165,V
OGLE-TR-211,F,6325,1.64,1.33,0.11,0.267,4.17,2.6,0.486,15.559,15.364,15.0702,V
Kepler-1666,F,6293,1.15,1.23,-0.2,0.268,4.41,0.41,1.1526,15.808,15.104,15.0151,V
KOI-351,F,6080,1.2,1.2,-0.12,0.269,4.4,0.53,1.06266,14.604,13.883,13.7397,V
Kepler-122,F,6050,1.22,1.08,-0.06,0.27,4.3,3.89,0.91393,14.979,14.403,14.2223,V
Kepler-1424,G,5838,1.07,1.02,0.01,0.271,4.39,5.25,1.18792,14.433,13.756,13.5925,V
Kepler-546,F,5967,1.15,1.11,0.14,0.271,4.36,3.31,1.70234,14.915,14.325,14.251,V
Kepler-494,G,6007,1.26,1.1,0.02,0.271,4.28,4.79,0.49096,15.2,14.287,14.1219,V
Kepler-1407,G,6010,1.15,1.1,0.05,0.271,4.36,3.24,0.32782,15.865,15.023,14.8925,V
K2-258,F,6351,1.31,1.21,0.01,0.272,4.29,,0.566,13.896,13.361,13.1388,V
Kepler-909,F,6154,1.23,1.17,0.08,0.273,4.33,2.88,0.78101,12.058,11.626,11.5096,V
Kepler-792,F,5971,1.12,1.09,0.08,0.274,4.38,3.39,1.52852,15.435,15.117,14.976,V
Kepler-374,G,5977,0.91,1.04,0.111,0.274,4.48,1.5,0.7822,15.459,14.701,14.6608,V
Kepler-1500,G,5845,1,1,-0.05,0.275,4.44,4.07,0.05326,15.513,14.728,14.5804,V
WASP-127,G,5620,1.33,0.95,-0.193,0.276,4.18,11.41,0.565,10.818,10.148,10.054,V
Kepler-110,G,5960,1.15,1.07,-0.15,0.276,4.33,4.47,0.79317,13.69,13.003,12.902,V
Kepler-1248,F,6149,1.21,1.21,0.24,0.276,4.36,1.51,0.90781,13.602,12.9,12.9248,V
Kepler-1395,F,6138,1.23,1.17,0.12,0.277,4.33,2.88,0.82958,13.242,12.632,12.536,V
Kepler-380,F,6045,1.22,1.08,-0.06,0.278,4.29,4.43,1.25891,14.349,13.74,13.6113,V
Kepler-657,G,5808,1.01,1.01,0.03,0.279,4.44,4.17,0.59382,15.878,15.404,15.319,V
Kepler-379,F,6054,1.31,1.15,0.06,0.28,4.27,3.47,0.78873,14.101,13.475,13.3686,V
Kepler-1485,F,6087,1.12,1.11,0.02,0.28,4.39,2.51,0.73854,14.396,13.411,13.1796,V
Kepler-95,G,5699,1.41,1.08,0.3,0.281,4.17,5.63,0.54,13.313,12.382,12.3044,V
Kepler-937,F,6095,1.22,1.15,0.08,0.281,4.32,3.24,0.65357,16.304,15.405,15.1944,V
Kepler-1185,G,5622,0.87,0.96,-0.04,0.282,4.54,1.55,0.6226,13.793,12.63,12.5524,V
Kepler-144,F,6075,1.24,1.15,-0.185,0.282,4.29,0.94,0.78667,12.689,12.195,11.9438,V
Kepler-1003,F,6109,1.17,1.11,0.01,0.282,4.35,3.16,2.86343,14.847,14.132,14.0225,V
K2-308,F,6100,1.24,1.09,-0.1,0.283,3.94,,,15.638,15.072,14.8949,V
Kepler-408,F,6104,1.23,1.08,-0.2,0.283,4.29,6.68,0.82,9.336,8.834,8.6992,V
Kepler-650,G,5849,1.35,1.08,0.13,0.284,4.21,6.46,0.55261,14.502,13.825,14.1242,V
Kepler-1416,G,6019,1.15,1.09,0.03,0.284,4.35,2.95,0.4439,15.272,14.369,14.226,V
HD 213472,G,5729.54,1.43,1.05,0.125,0.285,4.14,,0.55566,8.663,8.17,8.01189,V
Kepler-1070,F,6261,1.32,1.21,0.03,0.285,4.27,2.75,1.52693,14.666,14.133,13.913,V
WASP-26,F,6034,1.22,0.86,0.16,0.287,4.44,6,0.66,11.622,11.297,10.9935,V
Kepler-1025,F,6089,1.13,1.09,-0.03,0.287,4.37,3.31,0.90433,14.365,13.695,13.5557,V
Kepler-897,G,5839,1.04,1.03,0.04,0.288,4.41,4.37,0.77522,16.074,15.177,15.0787,V
Kepler-506,F,6236,1.19,1.19,0.09,0.288,4.36,1.74,0.87238,11.565,11.094,10.7836,V
Kepler-508,G,6025,1.25,1.16,0.18,0.289,4.3,3.55,0.9526,12.473,11.592,11.6039,V
Kepler-624,F,6117,1.18,1.1,-0.06,0.291,4.33,3.72,1.45262,13.886,13.637,13.4569,V
Kepler-1224,F,6155,1.22,1.18,0.14,0.293,4.34,2.34,1.00393,14.257,12.926,12.825,V
Kepler-1620,F,6157,1.23,1.15,0.03,0.293,4.31,3.02,4.11039,14.368,13.69,13.6228,V
Kepler-143,G,5848,1.36,1.06,-0.073,0.294,4.2,5.62,89.87267,14.506,13.882,13.7057,V
Kepler-1323,F,6169,1.4,1.18,0.02,0.295,4.21,3.55,0.75775,12.695,12.444,12.344,V
Kepler-449,G,5649.18,1.47,1.02,-0.165,0.296,4.09,9.77,0.3897,12.016,11.448,11.2263,V
Kepler-883,G,6116,1.09,1.06,-0.13,0.296,4.4,3.02,0.74944,13.804,13.169,13.0069,V
Kepler-1159,G,6217,1.28,1.19,0.04,0.298,4.3,2.75,4.66661,15.619,14.678,14.5451,V
HATS-60,G,5688,1.46,1.1,0.335,0.3,4.15,7.55,0.496,13.394,12.662,12.5004,IV
KOI-3503,G,6001,1.25,0.86,-0.543,0.3,4.55,,0.94594,14.556,13.831,13.7744,V
Kepler-31,F,6340,1.22,1.21,-0.076,0.301,4.7,0.28,1.40526,15.927,15.496,15.224,V
Kepler-1297,G,5818,0.99,0.99,-0.04,0.302,4.45,4.17,0.54585,15.6,14.867,14.7821,V
Kepler-630,G,5829,1.04,1.02,0.03,0.302,4.42,4.47,0.41011,14.625,14.001,13.8518,V
Kepler-1288,F,6132,1.29,1.2,0.14,0.302,4.29,2.88,0.35577,13.772,13.199,13.1774,V
Kepler-1354,F,6168,1.24,1.16,0.03,0.302,4.31,2.95,0.22525,14.942,14.59,14.3687,V
Kepler-1478,G,5904,1.06,1.04,0.03,0.304,4.41,3.98,0.73262,16.481,15.409,15.3994,V
Kepler-1496,F,6182,1.27,1.18,0.05,0.304,4.29,2.95,1.22806,15.426,14.832,14.6819,V
Kepler-1531,F,6260,1.27,1.16,-0.03,0.304,4.29,2.82,0.92465,13.723,13.202,13.1712,V
Kepler-612,G,5693,0.96,0.98,0.04,0.305,4.46,4.47,2.08266,15.922,15.191,14.9103,V
Kepler-1255,G,6018,1.12,1.08,0.02,0.307,4.37,3.55,0.53968,15.147,15.308,15.199,V
Kepler-871,G,5993,1.14,1.11,0.09,0.309,4.37,3.47,0.43784,16.62,15.882,15.6422,V
Kepler-208,G,6092,1.31,1.16,-0.042,0.309,4.26,4.37,1.00597,14.109,13.561,13.5376,V
HATS-51,G,5758,1.44,1.19,,0.31,4.2,4.74,0.56,13.205,12.525,12.3293,V
HATS-9,G,5599,1.56,1.1,0.38,0.312,4.1,10.8,0.451,14.083,13.256,13.0983,V
Kepler-313,G,5727,1.54,1.08,0.16,0.312,4.13,6.61,0.53698,14.659,14.304,14.1106,V
Kepler-430,F,5884,1.49,1.17,0.2,0.312,4.15,2.84,15.72666,14.636,13.908,13.8135,IV
Kepler-1486,F,5965,1.12,1.08,0.06,0.312,4.38,3.55,0.66846,16.073,15.317,15.2937,V
Kepler-270,G,6067,1.46,1.17,0.07,0.312,4.2,2.73,0.71457,14.652,13.9,13.8586,IV
Kepler-1398,G,6126,1.18,1.13,0.01,0.312,4.34,3.09,0.6169,14.454,13.752,13.6605,V
Kepler-1082,F,5923,1.14,1.03,-0.06,0.314,4.33,5.75,0.56168,13.745,13.444,13.3417,V
Kepler-924,G,6167,1.23,1.14,0.01,0.314,4.32,3.09,0.92023,15.143,14.293,14.1368,V
Kepler-596,F,6267,1.32,1.21,0.03,0.314,4.27,2.69,2.80258,14.706,14.128,14.0136,V
Kepler-1275,F,6296,1.36,1.23,0.04,0.315,4.26,2.51,3.17374,15.191,14.595,14.4061,V
Kepler-1437,G,5557,0.9,0.93,-0.02,0.316,4.51,4.57,0.44297,16.622,15.701,15.6607,V
TCP J05074264+2447555,G,5805,1.42,0.25,,0.317,4.15,,0.50685,14.991,14.243,13.8327,V
Kepler-762,G,5944,1.08,1.06,0.02,0.318,4.4,3.8,0.77867,16.298,15.574,15.4266,V
Kepler-268,G,6081,1.27,1.13,0.001,0.318,4.29,1.71,2.27934,14.457,13.844,13.6678,V
Kepler-1588,G,5817,0.99,0.96,-0.14,0.32,4.43,5.5,1.26826,14.921,13.94,13.821,V
Kepler-372,G,6509,1.14,1.15,0.16,0.321,4.41,3.09,0.61022,16.018,14.928,14.8342,V
Kepler-811,G,5747,1.24,1.01,0.05,0.323,4.25,7.94,0.62326,14.662,14.046,13.9578,V
Kepler-467,G,5809,1.37,1.05,0.06,0.323,4.18,8.13,0.44616,13.329,12.428,12.359,V
Kepler-527,F,6388,1.45,1.28,0.03,0.323,4.22,2.4,0.49084,13.881,13.471,13.334,IV
Kepler-59,G,6074,0.94,1.04,0.02,0.324,4.51,0.26,0.89116,15.004,14.467,14.2786,V
Kepler-655,G,6170,1.24,1.15,0,0.324,4.31,3.39,1.19551,14.149,13.568,13.4641,V
Kepler-1441,G,5802,1,1,0.01,0.325,4.45,3.89,0.89182,14.376,14.29,14.2567,V
Kepler-87,G,5600,1.82,1.1,-0.17,0.326,3.96,7.5,0.38451,15.429,14.681,14.5869,IV
Kepler-1519,G,5644,0.91,0.94,-0.07,0.326,4.5,3.98,0.29222,14.745,15.124,14.8034,V
Kepler-1619,G,5852,1,1,-0.07,0.326,4.44,4.27,0.44411,14.203,13.438,13.2994,V
Kepler-1587,F,5933,1.22,1.08,0.07,0.326,4.3,5.01,0.54468,14.874,14.166,14.0315,V
Kepler-602,F,6062,1.13,1.08,-0.02,0.326,4.37,3.16,0.57261,15.486,14.72,14.4779,V
Kepler-507,G,6113,1.32,1.16,0.06,0.326,4.26,3.8,0.64445,12.563,12.197,11.9224,V
Kepler-890,G,5954,1.13,1.09,0.09,0.327,4.37,3.63,1.88641,16.15,15.235,15.1361,V
Kepler-1514,G,6145,1.29,1.2,0.119,0.328,4.29,2.9,0.787,12.482,11.766,11.8292,V
TOI-1338,F,6050,1.33,1.13,0.01,0.329,4,4.4,0.41101,12.367,11.722,11.8764,V
Kepler-1589,G,6166,1.25,1.18,0.08,0.329,4.32,2.75,0.62556,15.843,15.074,14.9651,V
Kepler-835,G,5954,1.11,1.08,0.08,0.33,4.38,3.63,0.87917,16.54,16.062,15.8901,V
Kepler-434,G,5977,1.38,1.2,0.25,0.33,4.24,4,0.65,15.229,14.49,14.4999,V
WASP-24,G,6075,1.42,1.43,0,0.331,4.26,3.8,0.71,11.997,11.219,11.3945,V
Kepler-510,G,5746,1.41,0.91,-0.35,0.332,4.09,10.47,0.16971,12.844,12.067,11.9222,V
Kepler-741,G,6129,1.24,1.16,0.07,0.332,4.31,3.16,1.09896,16.116,15.186,15.0455,V
Kepler-855,G,5835,1.03,1.03,0.06,0.333,4.42,4.17,0.58262,15.565,15.157,15.0191,V
Kepler-923,G,5988,1.26,1.11,0.07,0.333,4.28,4.68,0.72847,14.749,14.124,14.0117,V
Kepler-1225,G,6140,1.19,1.13,0.01,0.333,4.34,3.02,5.68003,15.497,14.819,14.632,V
Kepler-823,G,5643,0.96,0.98,0.06,0.335,4.47,4.47,1.80327,16.314,15.089,14.7625,V
Kepler-1569,F,6319,1.4,1.25,0.06,0.335,4.24,2.45,1.38609,14.655,14.123,13.9323,V
Kepler-1645,G,5812,1.02,1.02,0.04,0.336,4.43,4.17,0.63558,15.435,14.566,14.4405,V
Kepler-788,G,6159,1.23,1.16,0.05,0.336,4.32,3.02,0.10251,16.195,15.45,15.2595,V
WASP-31,F,6302,1.25,1.16,0.2,0.336,4.31,1,0.82851,12.006,11.658,11.8163,V
HAT-P-32,F,6001,1.37,1.13,-0.16,0.338,4.22,2.7,0.625,11.794,11.439,11.1335,V
Kepler-465,F,6310,1.29,1.23,0.09,0.338,4.31,2.19,1.4944,13.336,12.651,12.5914,V
K2-230,F,5945,1.39,1.11,0.1,0.339,4.2,,0.64706,13.298,12.789,12.5751,V
Kepler-300,F,5986,0.9,1.07,0.04,0.34,4.53,3.63,1.21929,15.103,14.25,14.1797,V
Kepler-1445,F,6150,1.26,1.13,-0.03,0.34,4.28,3.8,0.77032,13.034,12.407,12.4184,V
Kepler-535,F,6123,1.27,1.18,0.13,0.341,4.3,3.24,0.61988,13.851,13.209,13.1197,V
Kepler-620,F,6155,1.22,1.15,0.03,0.341,4.33,3.02,0.13675,15.337,14.844,14.6381,V
Kepler-1617,F,6167,1.22,1.15,0.01,0.341,4.32,3.02,0.30973,14.423,13.811,13.6555,V
Kepler-1177,G,5712,0.97,0.98,0.02,0.342,4.46,4.47,0.34158,15.645,14.773,14.5078,V
K2-177,F,6063,1.21,1.21,0.41,0.342,4.38,,0.3326,13.541,12.681,12.422,V
Kepler-347,G,6088,1,1.05,0.16,0.342,4.47,0.3,0.14332,15.36,14.567,14.4892,V
Kepler-79,F,6174,1.3,1.17,-0.073,0.342,4.27,3.44,0.741,14.548,14.036,13.8825,V
Kepler-1250,G,5717,0.98,0.99,0.04,0.343,4.46,4.57,8.08759,16.386,15.693,15.5694,V
Kepler-1349,F,6086,1.28,1.16,0.03,0.343,4.29,2.88,0.48407,12.001,11.209,11.0821,V
Kepler-1209,F,6210,1.38,1.23,0.12,0.343,4.24,3.09,0.89211,13.493,12.554,12.4115,V
Kepler-750,F,6160,1.23,1.15,0.03,0.344,4.32,3.09,0.9652,15.284,14.634,14.467,V
Kepler-182,F,6250,1.15,1.16,0.072,0.344,4.4,3.09,0.19037,15.409,14.942,14.8737,V
Kepler-1253,G,5850,1.1,0.97,-0.14,0.345,4.33,7.08,0.38914,13.336,12.588,12.4566,V
Kepler-1268,G,5904,1.09,1.06,0.05,0.345,4.38,4.27,0.93341,15.975,15.484,15.2224,V
WASP-62,F,6230,1.23,1.11,0.04,0.346,4.45,2.6,0.85,10.734,10.213,10.0721,V
Kepler-109,F,5952,1.32,1.04,-0.08,0.347,4.21,5.73,0.65,12.826,12.398,12.2955,V
Kepler-201,F,6065,1.23,1.18,-0.044,0.348,4.29,2.19,0.81794,13.654,12.991,12.9199,V
K2-75,F,5995,1.56,1.16,0.3,0.349,4.12,,0.45516,13.384,12.803,12.5886,V
Kepler-826,F,6079,1.15,1.05,-0.12,0.349,4.34,4.37,0.73118,15.123,13.644,13.4122,IV
Kepler-502,F,6125,1.22,1.15,0.05,0.349,4.33,3.09,0.211,15.877,15.136,14.9719,V
Kepler-526,G,5894,1.14,1.15,0.34,0.351,4.38,2.14,0.40778,13.978,13.194,13.0384,IV
Kepler-1193,G,5908,1.21,1.08,0.12,0.351,4.31,5.01,0.48553,14.337,13.577,13.4208,V
Kepler-364,F,6108,1.28,1.19,-0.031,0.351,4.27,0.63,0.55965,14.819,13.754,13.6134,V
